# PC  mean(Tref-Tga) std(Tref-Tga)  P(Tga > Tref)
0.1 -7.15444 0.3331 0.366667
0.2 -4.51333 0.2416 0.266296
0.3 -3.35852 0.1923 0.223704
0.4 -2.64667 0.1656 0.188519
0.5 -2.39963 0.1564 0.165926
0.6 -1.85074 0.1276 0.150370
0.7 -1.64444 0.1206 0.133704
0.8 -1.24037 0.0984 0.117778
0.9 -1.13741 0.0956 0.110000
1.0 -0.97185 0.0806 0.0974074
