# Population  mean(Tref-Tga) std(Tref-Tga)  P(Tga > Tref)
10 -3.59963 0.2066 0.238889
25 -1.64741 0.1233 0.142222
50 -0.770741 0.0723 0.0881481
100 -0.448889 0.0517 0.0603704
150 -0.257778 0.0348 0.0414815
300 -0.14963 0.02982 0.0244444
500 -0.0722222 0.0170 0.0188889
1000 -0.0259259 0.0083 0.00851852
