# Population  mean(Tref-Tga) std(Tref-Tga)  P(Tga > Tref)
10 -4.91037 0.2526 0.2881
25 -1.95296 0.1341 0.1589
50 -0.88630 0.0822 0.0933
100 -0.34037 0.0452 0.0493
150 -0.23926 0.0365 0.0378
300 -0.14555 0.0276 0.0248
500 -0.12778 0.0240 0.0244
1000 -0.11593 0.0256 0.0215
